Disease,Doctor Name,Specialization,Hospital,Experience,Phone Number,Rating,Availability Time
Chicken pox,Dr. Ramesh Iyer,Gastroenterologist,Apollo Hospital,15 years,+91 9876543210,3.5,4:00 PM - 7:00 PM
Dengue,Dr. Sanjay Verma,Cardiologist,Tata Memorial Hospital,25 years,+91 3210987654,4.2,8:00 AM - 11:00 AM
Typhoid,Dr. Sunita Rao,Cardiologist,Narayana Health,8 years,+91 6543210987,4.7,4:00 PM - 7:00 PM
hepatitis A,Dr. Anjali Mehta,Orthopedic,Narayana Health,18 years,+91 8765432109,4.2,8:00 AM - 11:00 AM
Hepatitis B,Dr. Anjali Mehta,Dermatologist,Manipal Hospital,15 years,+91 2109876543,3.8,9:00 AM - 12:00 PM
Hepatitis C,Dr. Neha Kapoor,Pulmonologist,Max Healthcare,18 years,+91 6543210987,3.8,2:00 PM - 5:00 PM
Hepatitis D,Dr. Vikram Patel,ENT Specialist,Fortis Hospital,20 years,+91 5432109876,4.7,2:00 PM - 5:00 PM
Hepatitis E,Dr. Sunita Rao,Orthopedic,Max Healthcare,12 years,+91 4321098765,4.2,2:00 PM - 5:00 PM
Alcoholic hepatitis,Dr. Sunita Rao,General Physician,AIIMS Delhi,8 years,+91 4321098765,4.2,6:00 PM - 9:00 PM
Tuberculosis,Dr. Neha Kapoor,Endocrinologist,Manipal Hospital,20 years,+91 8765432109,4.5,9:00 AM - 12:00 PM
Common Cold,Dr. Neha Kapoor,Dermatologist,Tata Memorial Hospital,12 years,+91 5432109876,4.9,4:00 PM - 7:00 PM
Pneumonia,Dr. Rajesh Sharma,Endocrinologist,Narayana Health,5 years,+91 4321098765,4.0,9:00 AM - 12:00 PM
Dimorphic hemmorhoids(piles),Dr. Ramesh Iyer,Gastroenterologist,Medanta,12 years,+91 8765432109,5.0,6:00 PM - 9:00 PM
Heart attack,Dr. Neha Kapoor,General Physician,Fortis Hospital,25 years,+91 9876543210,5.0,6:00 PM - 9:00 PM
Varicose veins,Dr. Vikram Patel,Gastroenterologist,Apollo Hospital,15 years,+91 9876543210,3.8,6:00 PM - 9:00 PM
Hypothyroidism,Dr. Priya Nair,General Physician,Tata Memorial Hospital,10 years,+91 8765432109,3.8,10:00 AM - 1:00 PM
Hyperthyroidism,Dr. Sunita Rao,ENT Specialist,Fortis Hospital,12 years,+91 4321098765,3.8,2:00 PM - 5:00 PM
Hypoglycemia,Dr. Ramesh Iyer,Orthopedic,Manipal Hospital,18 years,+91 3210987654,4.5,8:00 AM - 11:00 AM
Osteoarthristis,Dr. Ramesh Iyer,Gastroenterologist,Narayana Health,5 years,+91 5432109876,3.5,10:00 AM - 1:00 PM
Arthritis,Dr. Ramesh Iyer,Pulmonologist,Manipal Hospital,18 years,+91 8765432109,4.0,8:00 AM - 11:00 AM
(vertigo) Paroymsal  Positional Vertigo,Dr. Anjali Mehta,Dermatologist,Fortis Hospital,18 years,+91 7654321098,4.5,10:00 AM - 1:00 PM
Acne,Dr. Sanjay Verma,Dermatologist,Narayana Health,10 years,+91 7654321098,5.0,6:00 PM - 9:00 PM
Urinary tract infection,Dr. Neha Kapoor,ENT Specialist,Manipal Hospital,12 years,+91 3210987654,4.2,10:00 AM - 1:00 PM
Psoriasis,Dr. Rajesh Sharma,Gastroenterologist,Max Healthcare,25 years,+91 2109876543,4.2,9:00 AM - 12:00 PM
Impetigo,Dr. Anjali Mehta,Endocrinologist,Max Healthcare,18 years,+91 2109876543,4.7,2:00 PM - 5:00 PM
Fungal infection,Dr. Vikram Patel,General Physician,Apollo Hospital,12 years,+91 6543210987,4.2,2:00 PM - 5:00 PM
Allergy,Dr. Vikram Patel,Neurologist,Apollo Hospital,10 years,+91 6543210987,4.9,10:00 AM - 1:00 PM
GERD,Dr. Sanjay Verma,Neurologist,Fortis Hospital,20 years,+91 6543210987,4.5,9:00 AM - 12:00 PM
Chronic cholestasis,Dr. Vikram Patel,Endocrinologist,Medanta,25 years,+91 6543210987,5.0,9:00 AM - 12:00 PM
Drug Reaction,Dr. Anjali Mehta,ENT Specialist,Narayana Health,12 years,+91 7654321098,4.7,6:00 PM - 9:00 PM
Peptic ulcer diseae,Dr. Sunita Rao,Cardiologist,Max Healthcare,5 years,+91 8765432109,4.7,6:00 PM - 9:00 PM
AIDS,Dr. Priya Nair,Cardiologist,Narayana Health,10 years,+91 7654321098,4.7,4:00 PM - 7:00 PM
Diabetes ,Dr. Sunita Rao,Cardiologist,Narayana Health,5 years,+91 2109876543,4.5,4:00 PM - 7:00 PM
Gastroenteritis,Dr. Neha Kapoor,Pulmonologist,Manipal Hospital,5 years,+91 6543210987,4.5,9:00 AM - 12:00 PM
Bronchial Asthma,Dr. Priya Nair,Endocrinologist,AIIMS Delhi,20 years,+91 7654321098,4.9,6:00 PM - 9:00 PM
Hypertension ,Dr. Sanjay Verma,General Physician,Apollo Hospital,5 years,+91 6543210987,5.0,2:00 PM - 5:00 PM
Migraine,Dr. Priya Nair,ENT Specialist,Max Healthcare,8 years,+91 8765432109,4.2,6:00 PM - 9:00 PM
Cervical spondylosis,Dr. Sanjay Verma,Endocrinologist,Manipal Hospital,10 years,+91 7654321098,5.0,9:00 AM - 12:00 PM
Paralysis (brain hemorrhage),Dr. Sanjay Verma,Dermatologist,Apollo Hospital,25 years,+91 3210987654,3.8,10:00 AM - 1:00 PM
Jaundice,Dr. Ramesh Iyer,Gastroenterologist,Max Healthcare,25 years,+91 4321098765,4.5,6:00 PM - 9:00 PM
Malaria,Dr. Priya Nair,Endocrinologist,Fortis Hospital,12 years,+91 8765432109,5.0,2:00 PM - 5:00 PM
Chicken pox,Dr. Sunita Rao,Dermatologist,Apollo Hospital,12 years,+91 7654321098,4.7,4:00 PM - 7:00 PM
Dengue,Dr. Neha Kapoor,Dermatologist,Tata Memorial Hospital,10 years,+91 4321098765,4.5,9:00 AM - 12:00 PM
Typhoid,Dr. Priya Nair,Orthopedic,Tata Memorial Hospital,5 years,+91 3210987654,4.0,10:00 AM - 1:00 PM
hepatitis A,Dr. Ramesh Iyer,Orthopedic,Apollo Hospital,8 years,+91 2109876543,4.9,8:00 AM - 11:00 AM
Hepatitis B,Dr. Neha Kapoor,Pulmonologist,Manipal Hospital,20 years,+91 5432109876,4.9,2:00 PM - 5:00 PM
Hepatitis C,Dr. Rajesh Sharma,Cardiologist,Max Healthcare,12 years,+91 5432109876,3.5,4:00 PM - 7:00 PM
Hepatitis D,Dr. Sanjay Verma,Cardiologist,Fortis Hospital,8 years,+91 3210987654,3.8,8:00 AM - 11:00 AM
Hepatitis E,Dr. Anjali Mehta,Cardiologist,Tata Memorial Hospital,25 years,+91 4321098765,3.8,6:00 PM - 9:00 PM
Alcoholic hepatitis,Dr. Rajesh Sharma,Pulmonologist,Medanta,5 years,+91 3210987654,4.0,10:00 AM - 1:00 PM
Tuberculosis,Dr. Anjali Mehta,Endocrinologist,Tata Memorial Hospital,25 years,+91 6543210987,4.0,10:00 AM - 1:00 PM
Common Cold,Dr. Vikram Patel,Gastroenterologist,Fortis Hospital,12 years,+91 5432109876,5.0,9:00 AM - 12:00 PM
Pneumonia,Dr. Anjali Mehta,Pulmonologist,Medanta,25 years,+91 7654321098,4.5,4:00 PM - 7:00 PM
Dimorphic hemmorhoids(piles),Dr. Priya Nair,Cardiologist,Medanta,5 years,+91 7654321098,3.8,8:00 AM - 11:00 AM
Heart attack,Dr. Sanjay Verma,General Physician,Fortis Hospital,25 years,+91 3210987654,3.5,6:00 PM - 9:00 PM
Varicose veins,Dr. Sunita Rao,Endocrinologist,Fortis Hospital,5 years,+91 7654321098,3.5,6:00 PM - 9:00 PM
Hypothyroidism,Dr. Ramesh Iyer,Neurologist,Max Healthcare,18 years,+91 4321098765,4.7,2:00 PM - 5:00 PM
Hyperthyroidism,Dr. Priya Nair,Orthopedic,Max Healthcare,8 years,+91 4321098765,3.5,8:00 AM - 11:00 AM
Hypoglycemia,Dr. Rajesh Sharma,Pulmonologist,Fortis Hospital,18 years,+91 3210987654,4.7,10:00 AM - 1:00 PM
Osteoarthristis,Dr. Priya Nair,Cardiologist,Medanta,10 years,+91 4321098765,3.5,10:00 AM - 1:00 PM
Arthritis,Dr. Rajesh Sharma,Orthopedic,Medanta,18 years,+91 9876543210,4.9,10:00 AM - 1:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Ramesh Iyer,ENT Specialist,Tata Memorial Hospital,20 years,+91 9876543210,5.0,9:00 AM - 12:00 PM
Acne,Dr. Anjali Mehta,Cardiologist,Max Healthcare,5 years,+91 7654321098,3.8,4:00 PM - 7:00 PM
Urinary tract infection,Dr. Sanjay Verma,Cardiologist,Narayana Health,8 years,+91 9876543210,3.8,9:00 AM - 12:00 PM
Psoriasis,Dr. Rajesh Sharma,Orthopedic,Medanta,10 years,+91 5432109876,4.7,6:00 PM - 9:00 PM
Impetigo,Dr. Ramesh Iyer,Pulmonologist,Tata Memorial Hospital,8 years,+91 6543210987,4.7,6:00 PM - 9:00 PM
Fungal infection,Dr. Rajesh Sharma,Cardiologist,Max Healthcare,18 years,+91 6543210987,3.5,8:00 AM - 11:00 AM
Allergy,Dr. Sanjay Verma,Neurologist,Narayana Health,12 years,+91 4321098765,5.0,2:00 PM - 5:00 PM
GERD,Dr. Sunita Rao,Cardiologist,Fortis Hospital,8 years,+91 7654321098,4.7,8:00 AM - 11:00 AM
Chronic cholestasis,Dr. Ramesh Iyer,Dermatologist,Max Healthcare,25 years,+91 5432109876,3.8,6:00 PM - 9:00 PM
Drug Reaction,Dr. Priya Nair,Gastroenterologist,Medanta,10 years,+91 2109876543,3.5,6:00 PM - 9:00 PM
Peptic ulcer diseae,Dr. Rajesh Sharma,ENT Specialist,Tata Memorial Hospital,18 years,+91 4321098765,3.5,6:00 PM - 9:00 PM
AIDS,Dr. Sanjay Verma,Cardiologist,Apollo Hospital,12 years,+91 5432109876,4.7,6:00 PM - 9:00 PM
Diabetes ,Dr. Anjali Mehta,Orthopedic,AIIMS Delhi,20 years,+91 6543210987,4.0,2:00 PM - 5:00 PM
Gastroenteritis,Dr. Anjali Mehta,Pulmonologist,AIIMS Delhi,10 years,+91 7654321098,4.2,4:00 PM - 7:00 PM
Bronchial Asthma,Dr. Sunita Rao,Neurologist,Fortis Hospital,15 years,+91 3210987654,4.0,6:00 PM - 9:00 PM
Hypertension ,Dr. Ramesh Iyer,Dermatologist,Narayana Health,12 years,+91 9876543210,4.5,6:00 PM - 9:00 PM
Migraine,Dr. Sunita Rao,General Physician,Manipal Hospital,10 years,+91 8765432109,4.7,9:00 AM - 12:00 PM
Cervical spondylosis,Dr. Sunita Rao,ENT Specialist,Fortis Hospital,8 years,+91 6543210987,3.8,9:00 AM - 12:00 PM
Paralysis (brain hemorrhage),Dr. Vikram Patel,Endocrinologist,Fortis Hospital,12 years,+91 3210987654,3.5,9:00 AM - 12:00 PM
Jaundice,Dr. Rajesh Sharma,Pulmonologist,Max Healthcare,8 years,+91 2109876543,3.8,9:00 AM - 12:00 PM
Malaria,Dr. Vikram Patel,Endocrinologist,Narayana Health,20 years,+91 9876543210,4.9,9:00 AM - 12:00 PM
Chicken pox,Dr. Anjali Mehta,Gastroenterologist,Max Healthcare,15 years,+91 4321098765,3.8,4:00 PM - 7:00 PM
Dengue,Dr. Vikram Patel,Neurologist,Narayana Health,12 years,+91 5432109876,4.7,10:00 AM - 1:00 PM
Typhoid,Dr. Neha Kapoor,Pulmonologist,Apollo Hospital,15 years,+91 3210987654,5.0,6:00 PM - 9:00 PM
hepatitis A,Dr. Vikram Patel,Endocrinologist,Narayana Health,8 years,+91 6543210987,3.5,6:00 PM - 9:00 PM
Hepatitis B,Dr. Neha Kapoor,ENT Specialist,Narayana Health,10 years,+91 7654321098,4.7,8:00 AM - 11:00 AM
Hepatitis C,Dr. Sunita Rao,Dermatologist,AIIMS Delhi,15 years,+91 4321098765,3.8,10:00 AM - 1:00 PM
Hepatitis D,Dr. Sunita Rao,Endocrinologist,Manipal Hospital,8 years,+91 8765432109,4.7,4:00 PM - 7:00 PM
Hepatitis E,Dr. Anjali Mehta,Endocrinologist,AIIMS Delhi,20 years,+91 9876543210,4.9,6:00 PM - 9:00 PM
Alcoholic hepatitis,Dr. Sunita Rao,ENT Specialist,Medanta,10 years,+91 9876543210,4.5,8:00 AM - 11:00 AM
Tuberculosis,Dr. Vikram Patel,Orthopedic,Apollo Hospital,8 years,+91 3210987654,4.0,8:00 AM - 11:00 AM
Common Cold,Dr. Anjali Mehta,Neurologist,Fortis Hospital,5 years,+91 9876543210,3.8,8:00 AM - 11:00 AM
Pneumonia,Dr. Vikram Patel,Dermatologist,Manipal Hospital,8 years,+91 6543210987,4.2,6:00 PM - 9:00 PM
Dimorphic hemmorhoids(piles),Dr. Vikram Patel,Pulmonologist,Apollo Hospital,20 years,+91 5432109876,4.9,2:00 PM - 5:00 PM
Heart attack,Dr. Neha Kapoor,Endocrinologist,Manipal Hospital,25 years,+91 9876543210,4.2,6:00 PM - 9:00 PM
Varicose veins,Dr. Rajesh Sharma,Dermatologist,Tata Memorial Hospital,25 years,+91 5432109876,4.2,4:00 PM - 7:00 PM
Hypothyroidism,Dr. Priya Nair,Cardiologist,Narayana Health,20 years,+91 6543210987,4.2,9:00 AM - 12:00 PM
Hyperthyroidism,Dr. Rajesh Sharma,Cardiologist,Max Healthcare,18 years,+91 2109876543,3.5,6:00 PM - 9:00 PM
Hypoglycemia,Dr. Sanjay Verma,Gastroenterologist,Manipal Hospital,15 years,+91 3210987654,3.5,9:00 AM - 12:00 PM
Osteoarthristis,Dr. Sunita Rao,General Physician,Medanta,8 years,+91 5432109876,3.8,8:00 AM - 11:00 AM
Arthritis,Dr. Vikram Patel,Pulmonologist,Max Healthcare,5 years,+91 4321098765,3.8,9:00 AM - 12:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Priya Nair,ENT Specialist,Tata Memorial Hospital,18 years,+91 2109876543,4.9,6:00 PM - 9:00 PM
Acne,Dr. Neha Kapoor,Orthopedic,AIIMS Delhi,18 years,+91 9876543210,4.9,8:00 AM - 11:00 AM
Urinary tract infection,Dr. Sanjay Verma,General Physician,Narayana Health,8 years,+91 4321098765,4.5,9:00 AM - 12:00 PM
Psoriasis,Dr. Rajesh Sharma,General Physician,Narayana Health,10 years,+91 8765432109,4.5,9:00 AM - 12:00 PM
Impetigo,Dr. Ramesh Iyer,Endocrinologist,Manipal Hospital,8 years,+91 5432109876,4.9,10:00 AM - 1:00 PM
Fungal infection,Dr. Rajesh Sharma,General Physician,Fortis Hospital,8 years,+91 2109876543,5.0,8:00 AM - 11:00 AM
Allergy,Dr. Priya Nair,General Physician,Tata Memorial Hospital,18 years,+91 6543210987,4.5,2:00 PM - 5:00 PM
GERD,Dr. Neha Kapoor,Orthopedic,Medanta,10 years,+91 8765432109,4.9,4:00 PM - 7:00 PM
Chronic cholestasis,Dr. Sanjay Verma,Endocrinologist,Max Healthcare,20 years,+91 5432109876,5.0,2:00 PM - 5:00 PM
Drug Reaction,Dr. Neha Kapoor,General Physician,Narayana Health,25 years,+91 8765432109,4.0,8:00 AM - 11:00 AM
Peptic ulcer diseae,Dr. Sanjay Verma,Dermatologist,Max Healthcare,20 years,+91 8765432109,3.5,2:00 PM - 5:00 PM
AIDS,Dr. Priya Nair,ENT Specialist,Fortis Hospital,20 years,+91 6543210987,4.5,4:00 PM - 7:00 PM
Diabetes ,Dr. Rajesh Sharma,ENT Specialist,Fortis Hospital,5 years,+91 8765432109,4.0,9:00 AM - 12:00 PM
Gastroenteritis,Dr. Priya Nair,Endocrinologist,Fortis Hospital,20 years,+91 5432109876,4.0,6:00 PM - 9:00 PM
Bronchial Asthma,Dr. Neha Kapoor,Gastroenterologist,Tata Memorial Hospital,12 years,+91 7654321098,4.0,2:00 PM - 5:00 PM
Hypertension ,Dr. Sunita Rao,Pulmonologist,Manipal Hospital,15 years,+91 5432109876,5.0,6:00 PM - 9:00 PM
Migraine,Dr. Neha Kapoor,Neurologist,Tata Memorial Hospital,5 years,+91 5432109876,4.5,8:00 AM - 11:00 AM
Cervical spondylosis,Dr. Anjali Mehta,Endocrinologist,Medanta,18 years,+91 7654321098,4.5,2:00 PM - 5:00 PM
Paralysis (brain hemorrhage),Dr. Anjali Mehta,ENT Specialist,Fortis Hospital,20 years,+91 9876543210,4.5,6:00 PM - 9:00 PM
Jaundice,Dr. Priya Nair,Pulmonologist,Max Healthcare,5 years,+91 9876543210,4.9,4:00 PM - 7:00 PM
Malaria,Dr. Rajesh Sharma,General Physician,Apollo Hospital,10 years,+91 8765432109,4.7,2:00 PM - 5:00 PM
Chicken pox,Dr. Ramesh Iyer,Cardiologist,Medanta,15 years,+91 2109876543,4.0,4:00 PM - 7:00 PM
Dengue,Dr. Rajesh Sharma,Cardiologist,Medanta,12 years,+91 5432109876,3.5,4:00 PM - 7:00 PM
Typhoid,Dr. Vikram Patel,Orthopedic,Narayana Health,10 years,+91 6543210987,4.9,10:00 AM - 1:00 PM
hepatitis A,Dr. Rajesh Sharma,Dermatologist,Manipal Hospital,25 years,+91 4321098765,4.9,2:00 PM - 5:00 PM
Hepatitis B,Dr. Vikram Patel,Orthopedic,Tata Memorial Hospital,18 years,+91 7654321098,5.0,4:00 PM - 7:00 PM
Hepatitis C,Dr. Ramesh Iyer,Dermatologist,Apollo Hospital,18 years,+91 7654321098,4.0,9:00 AM - 12:00 PM
Hepatitis D,Dr. Anjali Mehta,Gastroenterologist,Tata Memorial Hospital,8 years,+91 2109876543,4.2,9:00 AM - 12:00 PM
Hepatitis E,Dr. Anjali Mehta,Gastroenterologist,Apollo Hospital,20 years,+91 9876543210,4.5,8:00 AM - 11:00 AM
Alcoholic hepatitis,Dr. Sunita Rao,Dermatologist,Medanta,10 years,+91 5432109876,4.9,8:00 AM - 11:00 AM
Tuberculosis,Dr. Rajesh Sharma,Gastroenterologist,Fortis Hospital,20 years,+91 7654321098,4.9,9:00 AM - 12:00 PM
Common Cold,Dr. Neha Kapoor,ENT Specialist,Fortis Hospital,15 years,+91 3210987654,4.5,6:00 PM - 9:00 PM
Pneumonia,Dr. Anjali Mehta,Endocrinologist,Fortis Hospital,25 years,+91 3210987654,4.0,10:00 AM - 1:00 PM
Dimorphic hemmorhoids(piles),Dr. Sunita Rao,Dermatologist,Medanta,10 years,+91 9876543210,4.7,10:00 AM - 1:00 PM
Heart attack,Dr. Anjali Mehta,Dermatologist,Manipal Hospital,10 years,+91 8765432109,4.5,10:00 AM - 1:00 PM
Varicose veins,Dr. Neha Kapoor,Cardiologist,Tata Memorial Hospital,5 years,+91 3210987654,5.0,10:00 AM - 1:00 PM
Hypothyroidism,Dr. Vikram Patel,Orthopedic,Apollo Hospital,18 years,+91 4321098765,4.7,8:00 AM - 11:00 AM
Hyperthyroidism,Dr. Sunita Rao,Neurologist,Tata Memorial Hospital,5 years,+91 9876543210,4.2,9:00 AM - 12:00 PM
Hypoglycemia,Dr. Ramesh Iyer,Dermatologist,Apollo Hospital,8 years,+91 4321098765,4.2,2:00 PM - 5:00 PM
Osteoarthristis,Dr. Ramesh Iyer,ENT Specialist,Fortis Hospital,12 years,+91 7654321098,4.9,6:00 PM - 9:00 PM
Arthritis,Dr. Sunita Rao,ENT Specialist,Narayana Health,15 years,+91 7654321098,4.0,8:00 AM - 11:00 AM
(vertigo) Paroymsal  Positional Vertigo,Dr. Sanjay Verma,Neurologist,Narayana Health,5 years,+91 7654321098,5.0,9:00 AM - 12:00 PM
Acne,Dr. Ramesh Iyer,Endocrinologist,Fortis Hospital,12 years,+91 6543210987,4.2,9:00 AM - 12:00 PM
Urinary tract infection,Dr. Ramesh Iyer,Dermatologist,Manipal Hospital,18 years,+91 8765432109,3.8,4:00 PM - 7:00 PM
Psoriasis,Dr. Rajesh Sharma,Gastroenterologist,Manipal Hospital,15 years,+91 6543210987,3.5,4:00 PM - 7:00 PM
Impetigo,Dr. Neha Kapoor,Gastroenterologist,Max Healthcare,15 years,+91 3210987654,4.2,8:00 AM - 11:00 AM
Fungal infection,Dr. Priya Nair,Cardiologist,Manipal Hospital,12 years,+91 6543210987,5.0,9:00 AM - 12:00 PM
Allergy,Dr. Ramesh Iyer,Endocrinologist,Apollo Hospital,10 years,+91 7654321098,4.2,9:00 AM - 12:00 PM
GERD,Dr. Anjali Mehta,Dermatologist,Medanta,25 years,+91 7654321098,4.0,6:00 PM - 9:00 PM
Chronic cholestasis,Dr. Priya Nair,General Physician,Tata Memorial Hospital,12 years,+91 4321098765,4.2,10:00 AM - 1:00 PM
Drug Reaction,Dr. Anjali Mehta,Gastroenterologist,Apollo Hospital,10 years,+91 8765432109,3.5,9:00 AM - 12:00 PM
Peptic ulcer diseae,Dr. Vikram Patel,Dermatologist,Fortis Hospital,8 years,+91 6543210987,4.0,10:00 AM - 1:00 PM
AIDS,Dr. Vikram Patel,Dermatologist,AIIMS Delhi,25 years,+91 4321098765,5.0,9:00 AM - 12:00 PM
Diabetes ,Dr. Neha Kapoor,Cardiologist,Medanta,18 years,+91 8765432109,5.0,2:00 PM - 5:00 PM
Gastroenteritis,Dr. Priya Nair,Cardiologist,Medanta,18 years,+91 5432109876,4.2,4:00 PM - 7:00 PM
Bronchial Asthma,Dr. Priya Nair,Endocrinologist,Apollo Hospital,15 years,+91 5432109876,5.0,6:00 PM - 9:00 PM
Hypertension ,Dr. Neha Kapoor,General Physician,Narayana Health,8 years,+91 2109876543,3.8,6:00 PM - 9:00 PM
Migraine,Dr. Neha Kapoor,Cardiologist,Narayana Health,15 years,+91 7654321098,4.5,8:00 AM - 11:00 AM
Cervical spondylosis,Dr. Vikram Patel,General Physician,Narayana Health,20 years,+91 7654321098,4.9,6:00 PM - 9:00 PM
Paralysis (brain hemorrhage),Dr. Sunita Rao,Gastroenterologist,Tata Memorial Hospital,18 years,+91 4321098765,4.2,2:00 PM - 5:00 PM
Jaundice,Dr. Sunita Rao,Gastroenterologist,Max Healthcare,5 years,+91 3210987654,3.8,4:00 PM - 7:00 PM
Malaria,Dr. Sunita Rao,Pulmonologist,Fortis Hospital,12 years,+91 4321098765,3.8,4:00 PM - 7:00 PM
Chicken pox,Dr. Neha Kapoor,General Physician,Manipal Hospital,15 years,+91 9876543210,4.7,8:00 AM - 11:00 AM
Dengue,Dr. Neha Kapoor,ENT Specialist,AIIMS Delhi,18 years,+91 6543210987,3.5,6:00 PM - 9:00 PM
Typhoid,Dr. Vikram Patel,Dermatologist,Tata Memorial Hospital,20 years,+91 6543210987,4.0,6:00 PM - 9:00 PM
hepatitis A,Dr. Priya Nair,Gastroenterologist,Manipal Hospital,12 years,+91 4321098765,3.5,10:00 AM - 1:00 PM
Hepatitis B,Dr. Rajesh Sharma,Neurologist,Max Healthcare,8 years,+91 8765432109,4.0,4:00 PM - 7:00 PM
Hepatitis C,Dr. Sunita Rao,Pulmonologist,AIIMS Delhi,12 years,+91 4321098765,4.2,9:00 AM - 12:00 PM
Hepatitis D,Dr. Sunita Rao,Gastroenterologist,AIIMS Delhi,8 years,+91 8765432109,4.2,8:00 AM - 11:00 AM
Hepatitis E,Dr. Ramesh Iyer,Orthopedic,Tata Memorial Hospital,10 years,+91 5432109876,3.5,4:00 PM - 7:00 PM
Alcoholic hepatitis,Dr. Anjali Mehta,General Physician,Manipal Hospital,12 years,+91 3210987654,4.9,6:00 PM - 9:00 PM
Tuberculosis,Dr. Sanjay Verma,Orthopedic,AIIMS Delhi,25 years,+91 9876543210,5.0,2:00 PM - 5:00 PM
Common Cold,Dr. Rajesh Sharma,Orthopedic,AIIMS Delhi,12 years,+91 7654321098,4.2,10:00 AM - 1:00 PM
Pneumonia,Dr. Ramesh Iyer,Dermatologist,Max Healthcare,25 years,+91 3210987654,4.5,6:00 PM - 9:00 PM
Dimorphic hemmorhoids(piles),Dr. Anjali Mehta,Orthopedic,Narayana Health,10 years,+91 3210987654,4.2,6:00 PM - 9:00 PM
Heart attack,Dr. Priya Nair,Orthopedic,Medanta,5 years,+91 5432109876,4.2,6:00 PM - 9:00 PM
Varicose veins,Dr. Anjali Mehta,Endocrinologist,Medanta,5 years,+91 3210987654,4.7,4:00 PM - 7:00 PM
Hypothyroidism,Dr. Priya Nair,Orthopedic,Max Healthcare,12 years,+91 9876543210,4.2,4:00 PM - 7:00 PM
Hyperthyroidism,Dr. Priya Nair,Endocrinologist,AIIMS Delhi,25 years,+91 5432109876,4.7,10:00 AM - 1:00 PM
Hypoglycemia,Dr. Anjali Mehta,Gastroenterologist,Fortis Hospital,15 years,+91 2109876543,4.7,10:00 AM - 1:00 PM
Osteoarthristis,Dr. Anjali Mehta,Neurologist,Narayana Health,18 years,+91 8765432109,3.8,4:00 PM - 7:00 PM
Arthritis,Dr. Ramesh Iyer,Endocrinologist,Manipal Hospital,25 years,+91 4321098765,4.7,6:00 PM - 9:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Rajesh Sharma,Pulmonologist,Narayana Health,10 years,+91 3210987654,3.8,2:00 PM - 5:00 PM
Acne,Dr. Sunita Rao,Gastroenterologist,Narayana Health,20 years,+91 4321098765,3.5,6:00 PM - 9:00 PM
Urinary tract infection,Dr. Ramesh Iyer,Orthopedic,Fortis Hospital,10 years,+91 6543210987,3.8,4:00 PM - 7:00 PM
Psoriasis,Dr. Priya Nair,Orthopedic,Narayana Health,15 years,+91 7654321098,4.5,6:00 PM - 9:00 PM
Impetigo,Dr. Priya Nair,Endocrinologist,AIIMS Delhi,15 years,+91 8765432109,4.9,9:00 AM - 12:00 PM
Fungal infection,Dr. Vikram Patel,Cardiologist,Fortis Hospital,20 years,+91 3210987654,4.0,4:00 PM - 7:00 PM
Allergy,Dr. Anjali Mehta,General Physician,Medanta,25 years,+91 2109876543,4.9,2:00 PM - 5:00 PM
GERD,Dr. Anjali Mehta,Cardiologist,Apollo Hospital,20 years,+91 3210987654,4.5,2:00 PM - 5:00 PM
Chronic cholestasis,Dr. Vikram Patel,ENT Specialist,Medanta,12 years,+91 7654321098,4.0,6:00 PM - 9:00 PM
Drug Reaction,Dr. Vikram Patel,Pulmonologist,AIIMS Delhi,10 years,+91 2109876543,4.9,8:00 AM - 11:00 AM
Peptic ulcer diseae,Dr. Anjali Mehta,Pulmonologist,AIIMS Delhi,8 years,+91 5432109876,4.9,4:00 PM - 7:00 PM
AIDS,Dr. Sunita Rao,Neurologist,AIIMS Delhi,5 years,+91 8765432109,4.0,6:00 PM - 9:00 PM
Diabetes ,Dr. Vikram Patel,Neurologist,AIIMS Delhi,12 years,+91 2109876543,4.5,10:00 AM - 1:00 PM
Gastroenteritis,Dr. Sanjay Verma,Cardiologist,Narayana Health,20 years,+91 8765432109,4.2,10:00 AM - 1:00 PM
Bronchial Asthma,Dr. Sanjay Verma,Orthopedic,Medanta,8 years,+91 4321098765,3.8,8:00 AM - 11:00 AM
Hypertension ,Dr. Neha Kapoor,ENT Specialist,Apollo Hospital,8 years,+91 3210987654,4.7,6:00 PM - 9:00 PM
Migraine,Dr. Anjali Mehta,Neurologist,AIIMS Delhi,18 years,+91 9876543210,3.8,10:00 AM - 1:00 PM
Cervical spondylosis,Dr. Rajesh Sharma,Pulmonologist,Max Healthcare,10 years,+91 2109876543,3.5,2:00 PM - 5:00 PM
Paralysis (brain hemorrhage),Dr. Neha Kapoor,Pulmonologist,Max Healthcare,8 years,+91 4321098765,3.5,2:00 PM - 5:00 PM
Jaundice,Dr. Sunita Rao,Neurologist,Medanta,25 years,+91 9876543210,4.7,4:00 PM - 7:00 PM
Malaria,Dr. Sunita Rao,Gastroenterologist,Narayana Health,10 years,+91 9876543210,4.2,4:00 PM - 7:00 PM
Chicken pox,Dr. Neha Kapoor,Pulmonologist,Max Healthcare,12 years,+91 4321098765,3.8,10:00 AM - 1:00 PM
